Creative,Adset,Cluster,GTM,Status,State,Spend
biz_track36_seekho_toothbrushxcrorepati_bhavesh_uglyedit_stockfootage_human_3jun26_pc_new_new_scriptxsubtheme_agency_pc_ext_anshumali_bhaveshxedit_business_hook1,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
biz_track36_seekho_beautyparlourxnewstructure_kaveri_testimonialxchores_face_human_5jun26_pc_expansion_exp_format_agency_pc_ext_anshumali_raghavxedit_business_hook3,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
biz_track36_seekho_beautyxparlour_face_ai_28may26_editstory_new_newscript_performance_gourav_ext_hook3,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
biz_track36_seekho_autoxdroppshipping_whatnot2do_face_ai_05june26_editstory_new_newscript_performance_gourav_ext_hook3,biz,biz | (untagged),false,live,TOO_YOUNG,₹0.0L
biz_track36_seekho_mushoomxfarmingxsarvesh_microdrama_cartoon_ai_28may26_editstory_expansion_performance_gourav_ext_hook1,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
biz_track36_seekho_panibottlexcrorepati_panibottle_miniaturehuman_animation_ai_3jun26_pc_new_new_scriptxsubtheme_agency_pc_ext_anshumali_ujjawalxedit_business_hook1,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
biz_track36_seekho_onlinexbusinessxmanohar_cartoon_edit_30may26_editstory_new_newscript_performance_gourav_ext_hook2,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
biz_track36_seekho_moringaxpowderxbusiness_collecting_money_face_ai_02june26_editstory_expansion1_performance_gourav_ext_hook3,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
biz_track36_seekho_disposalxmanufacture_aixdisposal_talkingobject_animation_ai_6jun26_pc_expansion_exp_format_agency_pc_ext_anshumali_bhaveshxedit_business_hook1,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
biz_track36_seekho_beautyparlourxnewstructure_siddhi2_testimonialxchores_face_human_5jun26_pc_expansion_exp_format_agency_pc_ext_anshumali_nikhilxedit_business_hook1,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
biz_track36_seekho_plastickabusinessxbu156_arun_veo3_face_ai_31may26_livegen_new1_newscript_performance_gourav_ext_hook2,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
biz_track36_seekho_crocskabusiness_face_ai_16may26_editstory_new_newscript_performance_gourav_ext_hook3,biz,biz | (untagged),false,live,TOO_YOUNG,₹0.0L
biz_track36_seekho_kaminvestmentxbizxaicoachxvb_sethi_panchayat_face_human_30may26_pc_new_new_script_agency_pc_ext_anshumali_raghavxedit_business_hook1,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
biz_track36_seekho_kaminvestmentxbizxaicoachxvb_sethi_panchayat_face_human_30may26_pc_new_new_script_agency_pc_ext_anshumali_raghavxedit_business_hook2,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
biz_track36_seekho_mehendiartistxnewstructure_aixfooditem_talkingobject_animation_ai_30may26_pc_expansion_exp_format_agency_pc_ext_anshumali_sachinxedit_business_hook3,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
biz_track36_seekho_realinterviewxgannewaala_sahil_realinterview_face_human_30may26_khandelwal_new_new_script_agency_pc_ext_mandle_bhaveshxedit_business_hook1,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
biz_track36_seekho_kekadaxfarmingxbusinessxbu144_ashulaal_cartoonedit_face_ai_28may26_livegen_new_newscript_performance_gourav_ext_hook1,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
biz_track36_seekho_realinterviewxmomoswala_siddhartha_realinterview_face_human_29may26_khandelwal_new_new_script_agency_pc_ext_mandle_bhaveshxedit_business_hook3,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
biz_track36_seekho_dhoopbattixcrorepati_bhavesh_miniaturehuman_animation_ai_2jun26_pc_new_new_scriptxsubtheme_agency_pc_ext_anshumali_bhaveshxedit_business_hook3,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
biz_track36_seekho_valuexadditionxgeneralxbusiness_avinash_face2camera_human_ai_04june26_expansion_performance_gourav_ext_hook2,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
biz_track36_seekho_jamxcrorepati_jambiz_uglyedit_stockfootage_human_4jun26_pc_new_new_scriptxsubtheme_agency_pc_ext_anshumali_bhaveshxedit_business_hook2,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
biz_track40_seekho_solarxpanelxbusiness_podcast_face_ai_27may26_editstory_expansion_performance_gourav_ext_hook2,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
biz_track36_seekho_kapdexcrorepati_kapde_uglyedit_stockfootage_human_3jun26_pc_new_new_scriptxsubtheme_agency_pc_ext_anshumali_bhaveshxedit_business_hook2,biz,biz | (untagged),false,paused,TOO_YOUNG,₹0.0L
business catalogue ads,business catalogue adset,business catalogue adset | (untagged),false,live,NOT_FATIGUE,₹14.8L
business_track36,business,business | (untagged),false,live,HEALTHY,₹0.5L
business_beautyparlourxnewstructure_raksha_testimonial_21feb_creator_expansion_track36_m1 _expansion_anshumali_hook1_rework_2june,business,business | (untagged),false,paused,TOO_YOUNG,₹0.0L
business_beautyparlourxnewstructure_raksha_testimonial_21feb_creator_expansion_track36_m1 _expansion_anshumali_hook3_rework_2june,business,business | (untagged),false,paused,TOO_YOUNG,₹0.0L
careergrowthtips_track53_lohapighlanewalaxcareergrowth_sandip_microdrama_face_ai_05june26_livegen_new_newscript_performance_aniket_ext,careergrowthtips,careergrowthtips | (untagged),false,paused,TOO_YOUNG,₹0.2L
careergrowthtips_track53_carrermetezilaaoxgrowthtips_sandip_microdrama_face_ai_05june26_livegen_new_newscript_performance_aniket_ext,careergrowthtips,careergrowthtips | (untagged),false,paused,TOO_YOUNG,₹0.2L
careergrowthtips_track53_emergencyfundxrozseekho_ashulal_veo3_face_ai_08june26_livegen_new_newscript_performance_aniket_ext,careergrowthtips,careergrowthtips | (untagged),false,live,TOO_YOUNG,₹0.1L
careergrowthtips_track53_papasebolaxemergencyfund_ashulal_veo3_face_ai_08june26_livegen_new_newscript_performance_aniket_ext,careergrowthtips,careergrowthtips | (untagged),false,live,TOO_YOUNG,₹0.1L
careergrowthtips_track53_seekho_bosskigaali_aixemployee_papercutxcartoonedit_animation_ai_5jun26_pc_new_new_script_agency_pc_ext_anshumali_pawanxedit_career_hook2,careergrowthtips,careergrowthtips | (untagged),false,live,TOO_YOUNG,₹0.1L
careergrowthtips_track53_seekho_bosskigaali_aixemployee_papercutxcartoonedit_animation_ai_5jun26_pc_new_new_script_agency_pc_ext_anshumali_pawanxedit_career_hook3,careergrowthtips,careergrowthtips | (untagged),false,live,TOO_YOUNG,₹0.0L
careergrowthtips_track53_seekho_bosskigaali_aixemployee_papercutxcartoonedit_animation_ai_5jun26_pc_new_new_script_agency_pc_ext_anshumali_pawanxedit_career_hook1,careergrowthtips,careergrowthtips | (untagged),false,paused,TOO_YOUNG,₹0.0L
careergrowthtips100_track280_seekho_careervsjob_sethi_wb_face_human_3jun26_pc_new_new_script_agency_pc_ext_anshumali_raghavxedit_career_hook2,careergrowthtips100,careergrowthtips100 | (untagged),false,paused,TOO_YOUNG,₹0.1L
careergrowthtips100_track280_seekho_careervsjob_nikhil_printeda4_faceless_human_3jun26_pc_new_new_script_agency_pc_ext_anshumali_nikhilxedit_career_hook2,careergrowthtips100,careergrowthtips100 | (untagged),false,paused,TOO_YOUNG,₹0.1L
careergrowthtips100_track280_seekho_careervsjob_sethi_wb_face_human_3jun26_pc_new_new_script_agency_pc_ext_anshumali_raghavxedit_career_hook3,careergrowthtips100,careergrowthtips100 | (untagged),false,paused,TOO_YOUNG,₹0.0L
careergrowthtips100_track280_seekho_careervsjob_nikhil_printeda4_faceless_human_3jun26_pc_new_new_script_agency_pc_ext_anshumali_nikhilxedit_career_hook3,careergrowthtips100,careergrowthtips100 | (untagged),false,paused,TOO_YOUNG,₹0.0L
careergrowthtips100_track280_seekho_careervsjob_nikhil_printeda4_faceless_human_3jun26_pc_new_new_script_agency_pc_ext_anshumali_nikhilxedit_career_hook1,careergrowthtips100,careergrowthtips100 | (untagged),false,paused,TOO_YOUNG,₹0.0L
smallbizideas_plasticrecyclexvisualhook_rishabh_proedit_12nov_faceless_expansion_track40_m6.2_hook1,decoy 3,decoy 3 | (untagged),false,paused,BELOW_SPEND_FLOOR,₹0.0L
diy_newhooksxdiyxmaid2xvaibhav_mix1nov12_asmr_12nov_faceless_expansion_m2_hook1,decoy 3,decoy 3 | (untagged),false,paused,TOO_YOUNG,₹0.0L
pti_whynotcrorepatixpti_mix4nov12_asmr_12nov_faceless_newtopic_m5.1_hook1,decoy 3,decoy 3 | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_silaaisidesekamaai_sandip_veo3_face_ai_05june26_livegen_new_newscript_performance_aniket_ext,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.2L
diy_track117_seekho_saafdukaanxsamedealerxorganiseshop_arun_cartoonedit_face_ai_24may26_livegen_new_newscript_performance_aniket,diy,diy | (untagged),false,live,HEALTHY,₹0.2L
diy_track117_seekho_postpregnancyxdiy2_aixprerna_brightxcartoonedit_animation_ai_3jun26_pc_expansion_exp_format_agency_pc_ext_shivam_sachinxedit_diy_hook1,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.1L
diy_track117_seekho_refrigeratorxkitchenorganise_arun_veo3_face_ai_29may26_livegen_new_newscript_performance_aniket_ext,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.1L
diy_track117_seekho_gharsaafnahitokyahai_arun_microdrama_face_ai_29may26_livegen_new_newscript_performance_aniket_ext,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.1L
diy_track117_seekho_newhooks2xdiyxmaidxvaibhav_om_tv_face_human_1jun26_pc_expansion_exp_format_agency_pc_ext_shivam_omxedit_diy_hook1,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.1L
diy_track117_seekho_clothcleaning_suraj_veo3_face_ai_02june26_livegen_new_newscript_performance_kartik_ext,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.1L
diy_track117_seekho_painterxdrawingroomcleaning_suraj_human_face_ai_01june26_livegen_new_newscript_performance_kartik_ext,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.1L
diy_track117_seekho_diyxkitchenhacks_vinal_testimonialxchores_face_human_2jun26_pc_expansion_exp_format_agency_pc_ext_shivam_bhaveshxedit_diy_hook2,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.1L
diy_track117_seekho_saafsafaixmicrodrama_aixicecream_talkingobject_animation_ai_6jun26_pc_expansion_exp_format_agency_pc_ext_shivam_ritaxedit_diy_hook3,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.1L
diy_track117_seekho_dobaccheaurgharkakaam_sandip_veo3_face_ai_06june26_livegen_new_newscript_performance_ashish_hook2_ext,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.1L
diy_track117_seekho_washroomrepairxsetup_suraj_human_face_ai_01june26_livegen_new_newscript_performance_kartik_ext,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.1L
diy_track117_seekho_smartxhomemaker_aixicecream_talkingobject_animation_ai_5jun26_pc_expansion_exp_format_agency_pc_ext_shivam_pawanxedit_diy_hook1,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.1L
diy_track117_seekho_smartxhomemaker_aixsuman_persepolisxcartoonedit_animation_ai_4jun26_pc_expansion_exp_format_agency_pc_ext_shivam_pawanxedit_diy_hook1,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.1L
diy_track117_seekho_homecleaninghack_kaverixraksha_skit_face_human_3jun26_khandelwal_new_new_format_agency_pc_ext_shivam_raghavxedit_diy_hook3,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.1L
diy_track117_seekho_organisehomexdiy_aixsunita_persepolisxcartoonedit_animation_ai_4jun26_pc_expansion_exp_format_agency_pc_ext_shivam_pawanxedit_diy_hook3,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.1L
diy_track117_seekho_almirahorganise_palak_veo3_face_ai_08june26_livegen_new_newscript_performance_kartik_ext,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.1L
diy_track117_seekho_3daysmaidmissing_raksha_testimonialxchores_face_human_2jun26_pc_expansion_exp_format_agency_pc_ext_shivam_raghavxedit_diy_hook3,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.1L
diy_track117_seekho_organisehomexdiy_aixsunita_cartoonedit94_animation_ai_6jun26_pc_expansion_exp_format_agency_pc_ext_shivam_ritaxedit_diy_hook2,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.1L
diy_track117_seekho_aadhiraatemergencyxtailoringkakaam_sandip_minature_face_ai_05june26_livegen_new_newscript_performance_aniket_ext,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.1L
diy_track117_seekho_smartxhomemaker_aixsuman_cartoonedit94_animation_ai_6jun26_pc_expansion_exp_format_agency_pc_ext_shivam_ritaxedit_diy_hook1,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.1L
diy_track117_seekho_gharmemehnatkikadranahi_sandip_microdrama_face_ai_04june26_livegen_new_newscript_performance_kartik_ext,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.1L
diy_track117_seekho_saasketaanexcleaning_sandip_microdrama_face_ai_04june26_livegen_new_newscript_performance_kartik_ext,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.1L
diy_track117_seekho_sandeeptransportofficexdoublefaced_ashulaal_microdrama_face_ai_08june26_livegen_new_newscript_performance_kartik_ext,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.1L
diy_track117_seekho_komalkitchenxcupfaced_sandip_microdrama_face_ai_08june26_livegen_new_newscript_performance_kartik_ext,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.1L
diy_track117_seekho_khudkopehchannamushkil_palak_human_face_ai_08june26_livegen_new_newscript_performance_kartik_ext,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.0L
diy_track117_seekho_homecleaninghack_kaverixraksha_skit_face_human_3jun26_khandelwal_new_new_format_agency_pc_ext_shivam_raghavxedit_diy_hook2,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_postpregnancyxdiy2_aixprerna_brightxcartoonedit_animation_ai_3jun26_pc_expansion_exp_format_agency_pc_ext_shivam_sachinxedit_diy_hook3,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_kitchenandhomexorganise_palak_cartoonedit_face_ai_01june26_livegen_new_newscript_performance_kartik_ext,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_kitchencleaningxorganise_suraj_human_face_ai_01june26_livegen_new_newscript_performance_kartik_ext,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_saafsafaixmicrodrama_aixkamla_cartoonedit39_20feb_creator_expansion_pawan xedit_m1 _expansion_shivam_hook3_track117,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.0L
diy_saafsafaixmicrodramaxhometourxyt_rishabh_cartoon2edit_15jan_faceless_newtopic_m5.2_hook2_rework_31jan_track117,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.0L
diy_track117_seekho_smartxhomemaker_aixicecream_talkingobject_animation_ai_5jun26_pc_expansion_exp_format_agency_pc_ext_shivam_pawanxedit_diy_hook3,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.0L
diy_track117_seekho_smartxhomemaker_aixsuman_cartoonedit94_animation_ai_6jun26_pc_expansion_exp_format_agency_pc_ext_shivam_ritaxedit_diy_hook3,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.0L
diy_track117_seekho_4gharelutips_aixdadixreporter_aiedit_animation_ai_3jun26_pc_expansion_exp_format_agency_pc_ext_shivam_nehaxedit_diy_hook2,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_dobaccheaurgharkakaam_sandip_veo3_face_ai_06june26_livegen_new_newscript_performance_ashish_hook3_ext,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_kamlakaroomxmessyxdoublefaced_palak_microdrama_face_ai_08june26_livegen_new_newscript_performance_kartik_ext,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.0L
diy_track117_seekho_4gharelutips_aixdadixreporter_aiedit_animation_ai_3jun26_pc_expansion_exp_format_agency_pc_ext_shivam_nehaxedit_diy_hook3,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_diyxkitchenhacks_vinal_testimonialxchores_face_human_2jun26_pc_expansion_exp_format_agency_pc_ext_shivam_bhaveshxedit_diy_hook1,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_kitchenorganisekaroxfridge_palak_veo3_face_ai_08june26_livegen_new_newscript_performance_kartik_ext,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.0L
diy_track117_seekho_homeofficeandtimemanagement_palak_veo3_face_ai_31may26_livegen_new_newscript_performance_kartik_ext,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_kitchenxmanage_aixspoon_talkingobject_animation_ai_30may26_pc_expansion_exp_format_agency_pc_ext_shivam_utkarshxedit_diy_hook1,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_smartxhomemaker_aixsuman_persepolisxcartoonedit_animation_ai_4jun26_pc_expansion_exp_format_agency_pc_ext_shivam_pawanxedit_diy_hook3,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.0L
diy_track117_seekho_prernamodelxvegetableedit_palak_cartoonedit_face_ai_08june26_livegen_new_newscript_performance_kartik_ext,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.0L
diy_track117_seekho_kamlakaroomxmessyxcupfaced_palak_microdrama_face_ai_08june26_livegen_new_newscript_performance_kartik_ext,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.0L
diy_track117_seekho_55kiloweightxpregnancy_palak_human_face_ai_08june26_livegen_new_newscript_performance_kartik_ext,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.0L
diy_track117_seekho_dobacchedotiffin_sandip_cartoonedit_face_ai_08june26_livegen_new_newscript_performance_kartik_ext,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.0L
diy_track117_seekho_kitchenshelforganisexstorage_palak_veo3_face_ai_08june26_livegen_new_newscript_performance_kartik_ext,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.0L
diy_track117_seekho_saafsafaixmicrodrama_aixicecream_talkingobject_animation_ai_6jun26_pc_expansion_exp_format_agency_pc_ext_shivam_ritaxedit_diy_hook1,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.0L
diy_track117_seekho_dobaccheaurgharkakaam_sandip_veo3_face_ai_06june26_livegen_new_newscript_performance_ashish_hook1_ext,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_newhooksxdiyxmaid2xvaibhavxmicrodrama_aixspoon_talkingobject_animation_ai_1jun26_pc_expansion_exp_format_agency_pc_ext_shivam_pawanxedit_diy_hook3,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_newhooksxdiyxmaid2xvaibhavxmicrodrama_aixspoon_talkingobject_animation_ai_1jun26_pc_expansion_exp_format_agency_pc_ext_shivam_pawanxedit_diy_hook1,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_homecleaninghack_kaverixraksha_skit_face_human_3jun26_khandelwal_new_new_format_agency_pc_ext_shivam_raghavxedit_diy_hook1,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_newhooks2xdiyxmaidxvaibhav_om_tv_face_human_1jun26_pc_expansion_exp_format_agency_pc_ext_shivam_omxedit_diy_hook2,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_3daysmaidmissing_raksha_testimonialxchores_face_human_2jun26_pc_expansion_exp_format_agency_pc_ext_shivam_raghavxedit_diy_hook1,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_4gharelutips_aixdadixreporter_aiedit_animation_ai_3jun26_pc_expansion_exp_format_agency_pc_ext_shivam_nehaxedit_diy_hook1,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_teeschaleeskihuxgharmessy_palak_microdrama_face_ai_08june26_livegen_new_newscript_performance_kartik_hook1_ext,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.0L
diy_track117_seekho_gharnahisambhalta_palak_cartoonedit_face_ai_08june26_livegen_new_newscript_performance_kartik_hook3_ext,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.0L
diy_track117_seekho_teeschaleeskihuxgharmessy_palak_microdrama_face_ai_08june26_livegen_new_newscript_performance_kartik_hook3_ext,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.0L
diy_track117_seekho_organisehomexdiy_aixsunita_cartoonedit94_animation_ai_6jun26_pc_expansion_exp_format_agency_pc_ext_shivam_ritaxedit_diy_hook3,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_gharnahisambhalta_palak_cartoonedit_face_ai_08june26_livegen_new_newscript_performance_kartik_hook1_ext,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.0L
diy_track117_seekho_clothesxmanage_aixspoon_talkingobject_animation_ai_30may26_pc_expansion_exp_format_agency_pc_ext_shivam_nehaxedit_diy_hook1,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_organisehomexdiy_aixsunita_persepolisxcartoonedit_animation_ai_4jun26_pc_expansion_exp_format_agency_pc_ext_shivam_pawanxedit_diy_hook2,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.0L
diy_track117_seekho_saafsafaixmicrodrama_aixicecream_talkingobject_animation_ai_6jun26_pc_expansion_exp_format_agency_pc_ext_shivam_ritaxedit_diy_hook2,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_smartxhomemaker_aixsuman_persepolisxcartoonedit_animation_ai_4jun26_pc_expansion_exp_format_agency_pc_ext_shivam_pawanxedit_diy_hook2,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_smartxhomemaker_aixsuman_cartoonedit94_animation_ai_6jun26_pc_expansion_exp_format_agency_pc_ext_shivam_ritaxedit_diy_hook2,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_3daysmaidmissing_raksha_testimonialxchores_face_human_2jun26_pc_expansion_exp_format_agency_pc_ext_shivam_raghavxedit_diy_hook2,diy,diy | (untagged),false,paused,TOO_YOUNG,₹0.0L
diy_track117_seekho_organisehomexdiy_aixsunita_cartoonedit94_animation_ai_6jun26_pc_expansion_exp_format_agency_pc_ext_shivam_ritaxedit_diy_hook1,diy,diy | (untagged),false,live,TOO_YOUNG,₹0.0L
engdaily_track67_seekho_aiteacherxcoachseenglishseekho_arun_veo3_face_ai_03june26_livegen_new_newscript_performance_akshat_ext,engdaily,engdaily | (untagged),false,paused,TOO_YOUNG,₹0.1L
engdaily_track67_seekho_englishwalabmwmeghumega_arun_veo3_face_ai_03june26_livegen_new_newscript_performance_akshat_ext,engdaily,engdaily | (untagged),false,paused,TOO_YOUNG,₹0.1L
engdaily_track67_seekho_sentencekaisebanaaexletters_arun_veo3_face_ai_03june26_livegen_new_newscript_performance_akshat_ext,engdaily,engdaily | (untagged),false,paused,TOO_YOUNG,₹0.1L
engdaily_track67_seekho_sahienglishboloxiamsleeping_arun_veo3_face_ai_03june26_livegen_new_newscript_performance_akshat_ext,engdaily,engdaily | (untagged),false,paused,TOO_YOUNG,₹0.1L
engdaily_track67_seekho_15minutemeenglish_arun_veo3_face_ai_03june26_livegen_new_newscript_performance_akshat_ext,engdaily,engdaily | (untagged),false,paused,TOO_YOUNG,₹0.1L
engdaily_track67_seekho_jaskiratxvcpeenglish_arun_veo3_face_ai_03june26_livegen_new_newscript_performance_akshat_ext,engdaily,engdaily | (untagged),false,paused,TOO_YOUNG,₹0.1L
engdaily_track67_seekho_generalenglishxrozseekho_arun_human_face_ai_03june26_livegen_new_newscript_performance_akshat_ext,engdaily,engdaily | (untagged),false,paused,TOO_YOUNG,₹0.1L
engdaily_track67_seekho_padosikebacchexenglishspeaking_arun_veo3_face_ai_03june26_livegen_new_newscript_performance_akshat_ext,engdaily,engdaily | (untagged),false,paused,TOO_YOUNG,₹0.1L
engdaily_track67_seekho_kaamjitnienglishseekho_arun_veo3_face_ai_03june26_livegen_new_newscript_performance_akshat_ext,engdaily,engdaily | (untagged),false,paused,TOO_YOUNG,₹0.1L
engdaily_track67_seekho_pohareadyxkaamwaalienglish_arun_human_face_ai_03june26_livegen_new_newscript_performance_akshat_ext,engdaily,engdaily | (untagged),false,paused,TOO_YOUNG,₹0.1L
engdaily_track67_seekho_outoftownxaiteachersxrobot_arun_veo3_face_ai_03june26_livegen_new_newscript_performance_akshat_ext,engdaily,engdaily | (untagged),false,paused,TOO_YOUNG,₹0.1L
engdaily_track67_seekho_priyaxfluentenglishxparlour_arun_veo3_face_ai_03june26_livegen_new_newscript_performance_akshat_ext,engdaily,engdaily | (untagged),false,paused,TOO_YOUNG,₹0.1L
engdaily_track67_seekho_sheikhxfluentenglishxcommunication_arun_veo3_face_ai_03june26_livegen_new_newscript_performance_akshat_ext,engdaily,engdaily | (untagged),false,paused,TOO_YOUNG,₹0.1L
engdaily_track67_seekho_englishmediumzarurinahi_arun_microdrama_face_ai_04june26_livegen_new_newscript_performance_akshat_ext,engdaily,engdaily | (untagged),false,paused,TOO_YOUNG,₹0.0L
engdaily_track67_seekho_abtextbookdekhkarenglishkizaruratnahi_arun_veo3_face_ai_04june26_livegen_new_newscript_performance_akshat_ext,engdaily,engdaily | (untagged),false,paused,TOO_YOUNG,₹0.0L
engdaily_employeexproxeng_creator_adarsh_11mar_creator_newtopic,engdaily,engdaily | (untagged),false,paused,BELOW_SPEND_FLOOR,₹0.0L
facebook_track153_seekho_wronghabitsxfb_nikhil_splitxipadpov_splitscreen_human_6may26_pc_new_new_script_agency_pc_ext_shivam_nikhilxedit_facebook_hook3_rework_8june,facebook,facebook | (untagged),false,live,TOO_YOUNG,₹0.0L
facebook_track153_seekho_wronghabitsxfb_nikhil_splitxipadpov_splitscreen_human_6may26_pc_new_new_script_agency_pc_ext_shivam_nikhilxedit_facebook_hook1_rework_8june,facebook,facebook | (untagged),false,live,TOO_YOUNG,₹0.0L
facebook_track153_seekho_wronghabitsxfb_nikhil_splitxipadpov_splitscreen_human_6may26_pc_new_new_script_agency_pc_ext_shivam_nikhilxedit_facebook_hook2_rework_8june,facebook,facebook | (untagged),false,live,TOO_YOUNG,₹0.0L
finance catalogue ads,finance catalogue adset,finance catalogue adset | (untagged),false,paused,TOO_YOUNG,₹0.0L
finance_track12,finance,finance | (untagged),false,live,WATCH,₹1.8L
finance_seekho_emergencyloanxvb_mahendraxsethi_2person_face_human_10apr26_pc_expansion_exp_script_agency_pc_ext_anshumali_raghavxedit_finance_hook3_track12,finance,finance | (untagged),false,paused,HEALTHY,₹0.4L
finance_emioverduexgoodscore_ajay_panchayat_26mar_creator_expansion_m5.3 _newtopic_anshumali_priyansh_hook3_track12,finance,finance | (untagged),false,live,NOT_FATIGUE,₹0.4L
finance_3000dailyxemergencycrisisxfinance_aixtruck_interview_11feb_creator_expansion_bhaveshxedit_m11_hook1_track12,finance,finance | (untagged),false,live,HEALTHY,₹0.3L
